alias,title,id,name,review_count,rating,price,coordinates_latitude,coordinates_longitude,location_address1,categoria_estandarizada,rating_ponderado
pubs,Pubs,tQoQbc3vAo3qdTDiNgSekA,Pleasant House Pub,1011,4.4,$$,41.85357,-87.64621,2119 S Halsted St,Otro,4.3910937588247805
breakfast_brunch,Breakfast & Brunch,tQoQbc3vAo3qdTDiNgSekA,Pleasant House Pub,1011,4.4,$$,41.85357,-87.64621,2119 S Halsted St,Carnes,4.3910937588247805
italian,Italian,PH2qRMJ2s4oqI1-9wlu2jw,Rose Mary,888,4.3,$$$$,41.88698,-87.65119,932 W Fulton Market,Vegetariano/Vegano,4.326327571746573
modern_european,Modern European,PH2qRMJ2s4oqI1-9wlu2jw,Rose Mary,888,4.3,$$$$,41.88698,-87.65119,932 W Fulton Market,Otro,4.326327571746573
cocktailbars,Cocktail Bars,PH2qRMJ2s4oqI1-9wlu2jw,Rose Mary,888,4.3,$$$$,41.88698,-87.65119,932 W Fulton Market,Otro,4.326327571746573
vegetarian,Vegetarian,zF9o33BVqLUOcCmnuB2eQw,Handlebar,1795,4.1,$$,41.9100899,-87.6853,2311 W North Ave,Otro,4.15949571659444
bars,Bars,zF9o33BVqLUOcCmnuB2eQw,Handlebar,1795,4.1,$$,41.9100899,-87.6853,2311 W North Ave,Otro,4.15949571659444
vegan,Vegan,zF9o33BVqLUOcCmnuB2eQw,Handlebar,1795,4.1,$$,41.9100899,-87.6853,2311 W North Ave,Otro,4.15949571659444
newamerican,New American,0qW7MJ0trxnoWzCHBiBgbQ,Union,83,4.5,,41.9218,-87.69769,2202 N California Ave,Carnes,4.391153807177089
pubs,Pubs,0qW7MJ0trxnoWzCHBiBgbQ,Union,83,4.5,,41.9218,-87.69769,2202 N California Ave,Otro,4.391153807177089
tacos,Tacos,CBF6sSJBD2iOmkbNZAerZQ,This Little Goat,6,4.0,,41.88070417685551,-87.67417994864469,1901 W Madison St,Carnes,4.3686614023404005
modern_european,Modern European,incGwtfg6rwT00w9WAqE0A,Apolonia,325,4.4,$$$,41.85267,-87.62361,2201 S Michigan Ave,Otro,4.383688084344537
bars,Bars,incGwtfg6rwT00w9WAqE0A,Apolonia,325,4.4,$$$,41.85267,-87.62361,2201 S Michigan Ave,Otro,4.383688084344537
mediterranean,Mediterranean,incGwtfg6rwT00w9WAqE0A,Apolonia,325,4.4,$$$,41.85267,-87.62361,2201 S Michigan Ave,Vegetariano/Vegano,4.383688084344537
mediterranean,Mediterranean,90-6FQYDxKp516WnO_jMpg,Galit,540,4.1,$$$$,41.9261880718568,-87.6496120914817,2429 N Lincoln Ave,Vegetariano/Vegano,4.231291028446387
mideastern,Middle Eastern,90-6FQYDxKp516WnO_jMpg,Galit,540,4.1,$$$$,41.9261880718568,-87.6496120914817,2429 N Lincoln Ave,Otro,4.231291028446387
vegetarian,Vegetarian,90-6FQYDxKp516WnO_jMpg,Galit,540,4.1,$$$$,41.9261880718568,-87.6496120914817,2429 N Lincoln Ave,Otro,4.231291028446387
latin,Latin American,i2IertfmCglGxRGjj979_A,Cariño,39,4.9,,41.966921813461994,-87.65875104814768,4662 N Broadway,Carnes,4.411210889766684
tacos,Tacos,i2IertfmCglGxRGjj979_A,Cariño,39,4.9,,41.966921813461994,-87.65875104814768,4662 N Broadway,Carnes,4.411210889766684
brewpubs,Brewpubs,iOMvXQYFl6_mtw0wX6ZUXw,Forbidden Root,647,4.3,$$,41.89628,-87.671551,1746 W Chicago Ave,Otro,4.331859345757841
tapasmallplates,Tapas/Small Plates,iOMvXQYFl6_mtw0wX6ZUXw,Forbidden Root,647,4.3,$$,41.89628,-87.671551,1746 W Chicago Ave,Carnes,4.331859345757841
cocktailbars,Cocktail Bars,iOMvXQYFl6_mtw0wX6ZUXw,Forbidden Root,647,4.3,$$,41.89628,-87.671551,1746 W Chicago Ave,Otro,4.331859345757841
thai,Thai,IMZE58oaY-gRlv3qK9BCdw,Tuk Tuk Thai Isan Street Food,339,4.4,$$,41.934138,-87.64626,2852 N Clark St,Vegetariano/Vegano,4.383960273640337
chinese,Chinese,oSI2djSdl7KjNGwb7PDWCg,Lao Peng You,424,4.2,$$,41.89610667,-87.67786167,2020 W Chicago Ave,Otro,4.2936608978184445
french,French,9aUbPj7dgcjdqF_C0OKjPQ,Gavroche,65,4.5,,41.91,-87.63424,1529 N Wells St,Otro,4.387686140857067
newamerican,New American,zH7lgLLw0FVfA6HrwV4pTw,S.K.Y.,790,4.5,$$$,41.924134573867455,-87.6367046,2300 N Lincoln Park W,Carnes,4.450808270995537
cocktailbars,Cocktail Bars,zH7lgLLw0FVfA6HrwV4pTw,S.K.Y.,790,4.5,$$$,41.924134573867455,-87.6367046,2300 N Lincoln Park W,Otro,4.450808270995537
wine_bars,Wine Bars,zH7lgLLw0FVfA6HrwV4pTw,S.K.Y.,790,4.5,$$$,41.924134573867455,-87.6367046,2300 N Lincoln Park W,Otro,4.450808270995537
shanghainese,Shanghainese,Hva72BMbfVg1q9XwiiW-Mg,La Mom Kitchen,23,4.9,,41.9797752,-87.6596671949102,5357 N Broadway,Otro,4.396257494424939
szechuan,Szechuan,Hva72BMbfVg1q9XwiiW-Mg,La Mom Kitchen,23,4.9,,41.9797752,-87.6596671949102,5357 N Broadway,Otro,4.396257494424939
cambodian,Cambodian,ZhHonGY7XknrPjwtx2jg2A,Khmai,96,4.5,,42.00239984854286,-87.66098231077194,6580 N Sheridan Rd,Otro,4.393527969101079
food_court,Food Court,lYKn_TKwzudoIYplL2tGDg,Chicago French Market,653,3.9,$$,41.884136,-87.640976,131 N Clinton St,Otro,4.105154093308103
gourmet,Specialty Food,lYKn_TKwzudoIYplL2tGDg,Chicago French Market,653,3.9,$$,41.884136,-87.640976,131 N Clinton St,Otro,4.105154093308103
venues,Venues & Event Spaces,lYKn_TKwzudoIYplL2tGDg,Chicago French Market,653,3.9,$$,41.884136,-87.640976,131 N Clinton St,Otro,4.105154093308103
thai,Thai,-NwrV4cVS-INh7b6Fb2FoA,Tuk Tuk,31,4.3,,41.90363835081604,-87.66522239999999,1500 W Division St,Vegetariano/Vegano,4.368818586787651
noodles,Noodles,-NwrV4cVS-INh7b6Fb2FoA,Tuk Tuk,31,4.3,,41.90363835081604,-87.66522239999999,1500 W Division St,Mariscos/Pescado,4.368818586787651
soup,Soup,-NwrV4cVS-INh7b6Fb2FoA,Tuk Tuk,31,4.3,,41.90363835081604,-87.66522239999999,1500 W Division St,Otro,4.368818586787651
cocktailbars,Cocktail Bars,SNMDHCuAwZQX-Chtq7Q5lA,Nettare,70,4.3,,41.89575065216653,-87.67662461847067,1953 W Chicago Ave,Otro,4.364109946639022
newamerican,New American,SNMDHCuAwZQX-Chtq7Q5lA,Nettare,70,4.3,,41.89575065216653,-87.67662461847067,1953 W Chicago Ave,Carnes,4.364109946639022
cafes,Cafes,SNMDHCuAwZQX-Chtq7Q5lA,Nettare,70,4.3,,41.89575065216653,-87.67662461847067,1953 W Chicago Ave,Otro,4.364109946639022
newamerican,New American,sWYRaPCYHrTxsZPLWmzkzQ,Scofflaw,875,4.3,$$$,41.9173240661621,-87.7071762084961,3201 W Armitage Ave,Carnes,4.3265764869703585
cocktailbars,Cocktail Bars,sWYRaPCYHrTxsZPLWmzkzQ,Scofflaw,875,4.3,$$$,41.9173240661621,-87.7071762084961,3201 W Armitage Ave,Otro,4.3265764869703585
tradamerican,American,bQDXNksi5lQ4YRv0kGSzjQ,The Welcome Back Lounge,136,4.4,$$,41.92549,-87.701022,2423 N Milwaukee Ave,Carnes,4.378840675446923
breakfast_brunch,Breakfast & Brunch,bQDXNksi5lQ4YRv0kGSzjQ,The Welcome Back Lounge,136,4.4,$$,41.92549,-87.701022,2423 N Milwaukee Ave,Carnes,4.378840675446923
cocktailbars,Cocktail Bars,bQDXNksi5lQ4YRv0kGSzjQ,The Welcome Back Lounge,136,4.4,$$,41.92549,-87.701022,2423 N Milwaukee Ave,Otro,4.378840675446923
food_court,Food Court,4wmRu3bpaSpW999SHGK34g,Sterling Food Hall,533,4.2,$$,41.879784,-87.630254,125 S Clark St,Otro,4.283777995725308
turkish,Turkish,IqJKz6-IBIbcfUcotMXO8Q,Cafe Istanbul,371,4.4,$$,41.9034987,-87.6778866,2014 W Division St,Carnes,4.38454956324253
mediterranean,Mediterranean,IqJKz6-IBIbcfUcotMXO8Q,Cafe Istanbul,371,4.4,$$,41.9034987,-87.6778866,2014 W Division St,Vegetariano/Vegano,4.38454956324253
argentine,Argentine,Enf_3DXmppx19hFGs0UDKw,La Nonna,439,4.7,$$,41.9429574,-87.7203016,3400 N Lawndale Ave,Otro,4.525924035765967
italian,Italian,Enf_3DXmppx19hFGs0UDKw,La Nonna,439,4.7,$$,41.9429574,-87.7203016,3400 N Lawndale Ave,Vegetariano/Vegano,4.525924035765967
thai,Thai,g-FNZCErYf4CuEb8EWYDuQ,Mahanakhon Noodle Bar,43,4.8,,41.934736,-87.661455,2907 N Lincoln Ave,Vegetariano/Vegano,4.406892577503209
noodles,Noodles,g-FNZCErYf4CuEb8EWYDuQ,Mahanakhon Noodle Bar,43,4.8,,41.934736,-87.661455,2907 N Lincoln Ave,Mariscos/Pescado,4.406892577503209
newamerican,New American,Xt75l3uhbczQeEvLyXVJfA,The Loyalist,699,4.0,$$,41.88491,-87.66036,177 N Ada St,Carnes,4.155581876217051
cocktailbars,Cocktail Bars,Xt75l3uhbczQeEvLyXVJfA,The Loyalist,699,4.0,$$,41.88491,-87.66036,177 N Ada St,Otro,4.155581876217051
venues,Venues & Event Spaces,Xt75l3uhbczQeEvLyXVJfA,The Loyalist,699,4.0,$$,41.88491,-87.66036,177 N Ada St,Otro,4.155581876217051
thai,Thai,p2cCK4Vu-3L-skOMd93VVg,JJ Thai Street Food,562,4.4,$$,41.8958251,-87.6703764,1715 W Chicago Ave,Vegetariano/Vegano,4.387328314109457
asianfusion,Asian Fusion,ERYEi0job-Kwca1lkOcRhg,NoodleBird,144,4.4,$$,41.93194357461772,-87.7023888774715,2957 W Diversey,Vegetariano/Vegano,4.379103524199135
noodles,Noodles,ERYEi0job-Kwca1lkOcRhg,NoodleBird,144,4.4,$$,41.93194357461772,-87.7023888774715,2957 W Diversey,Mariscos/Pescado,4.379103524199135
italian,Italian,VWeNF7HWLNPiXF-cKu4kDg,Segnatore,150,4.3,,41.89942,-87.6964,1001 N California Ave,Vegetariano/Vegano,4.356219491668066
filipino,Filipino,db7p4tMxC_pptYho8RUhzQ,Aloha Wagon,298,4.8,$$,41.85405076353342,-87.68549001270712,2023 S Western Ave,Carnes,4.532509611007823
mexican,Mexican,db7p4tMxC_pptYho8RUhzQ,Aloha Wagon,298,4.8,$$,41.85405076353342,-87.68549001270712,2023 S Western Ave,Carnes,4.532509611007823
hawaiian,Hawaiian,db7p4tMxC_pptYho8RUhzQ,Aloha Wagon,298,4.8,$$,41.85405076353342,-87.68549001270712,2023 S Western Ave,Otro,4.532509611007823
mediterranean,Mediterranean,owk55_aszZtVP-SQPyXTIQ,Nora Restaurant,209,4.3,,41.89356,-87.62287,636 N St Clair St,Vegetariano/Vegano,4.351541141867761
cocktailbars,Cocktail Bars,owk55_aszZtVP-SQPyXTIQ,Nora Restaurant,209,4.3,,41.89356,-87.62287,636 N St Clair St,Otro,4.351541141867761
sardinian,Sardinian,owk55_aszZtVP-SQPyXTIQ,Nora Restaurant,209,4.3,,41.89356,-87.62287,636 N St Clair St,Otro,4.351541141867761
chicken_wings,Chicken Wings,fDpryalBDQhHoll8UKRaXw,Way Out,46,4.5,,41.91716335791234,-87.70767779475786,3213 W Armitage Ave,Otro,4.3837777831213245
cocktailbars,Cocktail Bars,fDpryalBDQhHoll8UKRaXw,Way Out,46,4.5,,41.91716335791234,-87.70767779475786,3213 W Armitage Ave,Otro,4.3837777831213245
tacos,Tacos,Gr42JZ9GsKaESW-864rwFQ,Tepalcates,133,4.9,,41.939633,-87.686718,2326 W Belmont Ave,Carnes,4.483795686546987
chinese,Chinese,OSyGZMwCI9w_0BbQtH-kCw,Duck Duck Goat,2170,4.1,$$$,41.886635785447695,-87.64971571113162,857 W Fulton Market,Otro,4.1511395766233115
filipino,Filipino,a2ogrDeg0HwwzlLIj3x-Qg,Boonie's Filipino Restaurant,220,4.5,,41.96063,-87.68828,4337 N Western Ave,Carnes,4.411864818867004
spanish,Spanish,W83v9XeJyspMiJ7CwThvVQ,Seville Chicago,106,4.2,,41.87845447072228,-87.6350425,243 S Franklin St,Otro,4.342809685782579
mediterranean,Mediterranean,W83v9XeJyspMiJ7CwThvVQ,Seville Chicago,106,4.2,,41.87845447072228,-87.6350425,243 S Franklin St,Vegetariano/Vegano,4.342809685782579
cocktailbars,Cocktail Bars,W83v9XeJyspMiJ7CwThvVQ,Seville Chicago,106,4.2,,41.87845447072228,-87.6350425,243 S Franklin St,Otro,4.342809685782579
vietnamese,Vietnamese,EYjyi_lytYaM1Ty7-kNKSg,Phodega,403,4.3,$$,41.90334127310094,-87.6758734,1924 W Division St,Otro,4.3404680726292835
hainan,Hainan,EYjyi_lytYaM1Ty7-kNKSg,Phodega,403,4.3,$$,41.90334127310094,-87.6758734,1924 W Division St,Otro,4.3404680726292835
noodles,Noodles,EYjyi_lytYaM1Ty7-kNKSg,Phodega,403,4.3,$$,41.90334127310094,-87.6758734,1924 W Division St,Mariscos/Pescado,4.3404680726292835
italian,Italian,KSN52IyGX6tsKLFyXfRCzg,Gussie's Handmade Italian,366,4.3,$$,41.91098828028453,-87.6359135883639,227 W North Ave,Vegetariano/Vegano,4.342197078041851
desserts,Desserts,KSN52IyGX6tsKLFyXfRCzg,Gussie's Handmade Italian,366,4.3,$$,41.91098828028453,-87.6359135883639,227 W North Ave,Otro,4.342197078041851
salad,Salad,KSN52IyGX6tsKLFyXfRCzg,Gussie's Handmade Italian,366,4.3,$$,41.91098828028453,-87.6359135883639,227 W North Ave,Vegetariano/Vegano,4.342197078041851
korean,Korean,NCbmJtryUXXg1mtoZg8aJg,TAK Korean Bistro & Karaoke,173,4.5,$$$,41.86823,-87.62635,1132 S Wabash Ave,Carnes,4.405709761640777
karaoke,Karaoke,NCbmJtryUXXg1mtoZg8aJg,TAK Korean Bistro & Karaoke,173,4.5,$$$,41.86823,-87.62635,1132 S Wabash Ave,Otro,4.405709761640777
cocktailbars,Cocktail Bars,NCbmJtryUXXg1mtoZg8aJg,TAK Korean Bistro & Karaoke,173,4.5,$$$,41.86823,-87.62635,1132 S Wabash Ave,Otro,4.405709761640777
newamerican,New American,KQqXxK257UUyzpbtjelniw,Ox Bar & Hearth,35,4.8,,41.91018949555752,-87.64891069382429,1578 N Clybourn Ave,Carnes,4.401014335671483
cocktailbars,Cocktail Bars,KQqXxK257UUyzpbtjelniw,Ox Bar & Hearth,35,4.8,,41.91018949555752,-87.64891069382429,1578 N Clybourn Ave,Otro,4.401014335671483
indpak,Indian,62SgM_QucAnf3KYDFJz9qQ,Nadu,89,4.2,,41.92751439776936,-87.65193624110454,2518 N Lincoln Ave,Carnes,4.346931527307713
chinese,Chinese,2Oi105ekJSsbFde25kuSXQ,Shang Noodle - Chicago,484,4.3,$$,41.89153,-87.62204,215 E Grand Ave,Otro,4.33713685933358
noodles,Noodles,2Oi105ekJSsbFde25kuSXQ,Shang Noodle - Chicago,484,4.3,$$,41.89153,-87.62204,215 E Grand Ave,Mariscos/Pescado,4.33713685933358
french,French,gAp38M1cLRkFHbemMhaNAQ,Le Bouchon,816,4.0,$$$,41.91756,-87.67792,1958 N Damen Ave,Otro,4.141749748924196
korean,Korean,e9Gx0S7ojgg2Y7BrITiADA,PERILLA korean fare,403,4.1,$$$,41.88942,-87.64452,401 N Milwaukee Ave,Carnes,4.251210043836371
steak,Steakhouses,e9Gx0S7ojgg2Y7BrITiADA,PERILLA korean fare,403,4.1,$$$,41.88942,-87.64452,401 N Milwaukee Ave,Carnes,4.251210043836371
asianfusion,Asian Fusion,e9Gx0S7ojgg2Y7BrITiADA,PERILLA korean fare,403,4.1,$$$,41.88942,-87.64452,401 N Milwaukee Ave,Vegetariano/Vegano,4.251210043836371
asianfusion,Asian Fusion,U9D0vqEP4QrJfJYs8mr3DA,Oiistar,1220,4.2,$$,41.90708880046081,-87.67210403709154,1385 N Milwaukee Ave,Vegetariano/Vegano,4.250315505572234
ramen,Ramen,U9D0vqEP4QrJfJYs8mr3DA,Oiistar,1220,4.2,$$,41.90708880046081,-87.67210403709154,1385 N Milwaukee Ave,Mariscos/Pescado,4.250315505572234
mediterranean,Mediterranean,xFe60TjSm6JXY1g-xc9CDQ,Avec River North,366,4.2,$$$,41.8938651,-87.632917,141 W Erie St,Vegetariano/Vegano,4.299933798596124
african,African,5O_UGfc_aZf_Y0Q5audAhg,Mogadishu Restaurant,164,4.6,$,41.9000224550849,-87.6368449225973,931 N Orleans St,Otro,4.429130526482294
somali,Somali,5O_UGfc_aZf_Y0Q5audAhg,Mogadishu Restaurant,164,4.6,$,41.9000224550849,-87.6368449225973,931 N Orleans St,Otro,4.429130526482294
turkish,Turkish,l_602ggEZES7dW_WeOmKYA,Elia,172,3.9,,41.903503,-87.676424,1938 W Division St,Carnes,4.251998020214647
mediterranean,Mediterranean,l_602ggEZES7dW_WeOmKYA,Elia,172,3.9,,41.903503,-87.676424,1938 W Division St,Vegetariano/Vegano,4.251998020214647
halal,Halal,l_602ggEZES7dW_WeOmKYA,Elia,172,3.9,,41.903503,-87.676424,1938 W Division St,Otro,4.251998020214647
greek,Greek,3fa9cK0uD6_DbA1Kv-6fmQ,Avli on The Park,320,4.0,$$$,41.8854547108051,-87.61771458432159,180 N Field Blvd,Otro,4.227491060468589
catering,Caterers,i7Zm01nbGsta7GVVPY-Aqw,La Bodega,15,5.0,,41.86857605,-87.62597656,,Otro,4.391344989483967
fooddeliveryservices,Food Delivery Services,i7Zm01nbGsta7GVVPY-Aqw,La Bodega,15,5.0,,41.86857605,-87.62597656,,Otro,4.391344989483967
tapasmallplates,Tapas/Small Plates,i7Zm01nbGsta7GVVPY-Aqw,La Bodega,15,5.0,,41.86857605,-87.62597656,,Carnes,4.391344989483967
bars,Bars,sJOPkTGLi53eB46ykvDeRg,Farm Bar - Lakeview,565,4.2,$$,41.93643,-87.66141,1300 W Wellington Ave,Otro,4.281260722614313
newamerican,New American,sJOPkTGLi53eB46ykvDeRg,Farm Bar - Lakeview,565,4.2,$$,41.93643,-87.66141,1300 W Wellington Ave,Carnes,4.281260722614313
beer_and_wine,"Beer, Wine & Spirits",sJOPkTGLi53eB46ykvDeRg,Farm Bar - Lakeview,565,4.2,$$,41.93643,-87.66141,1300 W Wellington Ave,Otro,4.281260722614313
filipino,Filipino,xe4ZeL8Cv1IDPJDlsxO8cQ,pig & fire,8,5.0,,41.884037,-87.705742,135 N Kedzie Ave,Carnes,4.3829580109926045
popuprestaurants,Pop-Up Restaurants,xe4ZeL8Cv1IDPJDlsxO8cQ,pig & fire,8,5.0,,41.884037,-87.705742,135 N Kedzie Ave,Otro,4.3829580109926045
asianfusion,Asian Fusion,xe4ZeL8Cv1IDPJDlsxO8cQ,pig & fire,8,5.0,,41.884037,-87.705742,135 N Kedzie Ave,Vegetariano/Vegano,4.3829580109926045
cajun,Cajun/Creole,LnVv3v3uYa7g9MzqzII6tA,Provare,509,4.3,$$$,41.89609753853198,-87.66587719325405,1523 W Chicago Ave,Otro,4.336216719112233
italian,Italian,LnVv3v3uYa7g9MzqzII6tA,Provare,509,4.3,$$$,41.89609753853198,-87.66587719325405,1523 W Chicago Ave,Vegetariano/Vegano,4.336216719112233
cocktailbars,Cocktail Bars,LnVv3v3uYa7g9MzqzII6tA,Provare,509,4.3,$$$,41.89609753853198,-87.66587719325405,1523 W Chicago Ave,Otro,4.336216719112233
chinese,Chinese,QFg4CAuJRC98_GXVjyrRpA,Chengdu Bistro,68,4.5,,41.91020072350959,-87.682875841856,2211 W North Ave,Otro,4.388279347859583
korean,Korean,DwJwTn1MMhkUk6umLeM5MQ,Daebak,94,4.1,$$$,41.90466,-87.66894,1266 N Milwaukee Ave,Carnes,4.329869814114887
bbq,Barbeque,DwJwTn1MMhkUk6umLeM5MQ,Daebak,94,4.1,$$$,41.90466,-87.66894,1266 N Milwaukee Ave,Otro,4.329869814114887
greek,Greek,LqTqsPaK1RO4CedIFXFJ2g,Yaya Mas Greek Kuzina,157,4.2,$$,41.91364611445397,-87.65307046473026,1755 N Sheffield Ave,Otro,4.331724002411328
pizza,Pizza,LqTqsPaK1RO4CedIFXFJ2g,Yaya Mas Greek Kuzina,157,4.2,$$,41.91364611445397,-87.65307046473026,1755 N Sheffield Ave,Vegetariano/Vegano,4.331724002411328
breakfast_brunch,Breakfast & Brunch,LqTqsPaK1RO4CedIFXFJ2g,Yaya Mas Greek Kuzina,157,4.2,$$,41.91364611445397,-87.65307046473026,1755 N Sheffield Ave,Carnes,4.331724002411328
newamerican,New American,OHl34eI8EENNANB0fuQA4w,Porter Kitchen & Deck,227,4.1,$$,41.88527,-87.6385,150 N Riverside Plz,Carnes,4.287816601904048
wine_bars,Wine Bars,OHl34eI8EENNANB0fuQA4w,Porter Kitchen & Deck,227,4.1,$$,41.88527,-87.6385,150 N Riverside Plz,Otro,4.287816601904048
cocktailbars,Cocktail Bars,OHl34eI8EENNANB0fuQA4w,Porter Kitchen & Deck,227,4.1,$$,41.88527,-87.6385,150 N Riverside Plz,Otro,4.287816601904048
japanese,Japanese,YY4NspX5UZfSRbfpKb-GMA,Sho,10,4.9,,41.91014424675168,-87.63441033661366,1533 N Wells St,Mariscos/Pescado,4.3834169991847896
cafes,Cafes,OLLCYpaF_cWzrZ-Hd7FYMQ,Lardon,154,4.2,$$,41.921891836367266,-87.69749321372282,2200 N California Ave,Otro,4.3323282409545
sandwiches,Sandwiches,OLLCYpaF_cWzrZ-Hd7FYMQ,Lardon,154,4.2,$$,41.921891836367266,-87.69749321372282,2200 N California Ave,Carnes,4.3323282409545
wine_bars,Wine Bars,OLLCYpaF_cWzrZ-Hd7FYMQ,Lardon,154,4.2,$$,41.921891836367266,-87.69749321372282,2200 N California Ave,Otro,4.3323282409545
italian,Italian,h3zEUwyZ9xX63ljpJzsQ5Q,Dēliz,63,4.4,,41.910701639679814,-87.67424031789,1840 W North Ave,Vegetariano/Vegano,4.37609710405727
steak,Steakhouses,h3zEUwyZ9xX63ljpJzsQ5Q,Dēliz,63,4.4,,41.910701639679814,-87.67424031789,1840 W North Ave,Carnes,4.37609710405727
cocktailbars,Cocktail Bars,h3zEUwyZ9xX63ljpJzsQ5Q,Dēliz,63,4.4,,41.910701639679814,-87.67424031789,1840 W North Ave,Otro,4.37609710405727
sushi,Sushi Bars,QRNOVs9tD0z0JCVPuHqWtA,Ryota,61,4.4,$$,41.88148888423427,-87.65557439999999,1131 W Madison St,Otro,4.3760118887419654
ramen,Ramen,QRNOVs9tD0z0JCVPuHqWtA,Ryota,61,4.4,$$,41.88148888423427,-87.65557439999999,1131 W Madison St,Mariscos/Pescado,4.3760118887419654
british,British,eWEfgeuMkGjC-yeV7dXArw,Monarch & Lion,256,4.1,,41.891153,-87.61997400000001,302 E Illinois St,Otro,4.280611996804554
fishnchips,Fish & Chips,eWEfgeuMkGjC-yeV7dXArw,Monarch & Lion,256,4.1,,41.891153,-87.61997400000001,302 E Illinois St,Otro,4.280611996804554
indpak,Indian,eWEfgeuMkGjC-yeV7dXArw,Monarch & Lion,256,4.1,,41.891153,-87.61997400000001,302 E Illinois St,Carnes,4.280611996804554
italian,Italian,rzeQrwEuv1lo_wu1oD_brA,Mirella’s Tavern,73,4.4,,41.90337419999999,-87.679574,2056 W Division St,Vegetariano/Vegano,4.376514257564124
tradamerican,American,rzeQrwEuv1lo_wu1oD_brA,Mirella’s Tavern,73,4.4,,41.90337419999999,-87.679574,2056 W Division St,Carnes,4.376514257564124
cocktailbars,Cocktail Bars,rzeQrwEuv1lo_wu1oD_brA,Mirella’s Tavern,73,4.4,,41.90337419999999,-87.679574,2056 W Division St,Otro,4.376514257564124
